image_path,label
valid\Potato___Early_blight\849daa7e-b5ea-4445-93f9-b21d43c1bd44___RS_Early.B 7193_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\84a61cf3-fdc2-42bd-82d8-8dcf20e9d374___RS_Early.B 8130.JPG,Potato___Early_blight
valid\Potato___Early_blight\84a61cf3-fdc2-42bd-82d8-8dcf20e9d374___RS_Early.B 8130_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\8636092c-9357-4b4c-9d2d-c45c3dcf9253___RS_Early.B 7981_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\86562214-f8b9-4105-9513-4847520aff9a___RS_Early.B 7515_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\8784362f-5fc6-4ad9-b11d-d06b272cefb5___RS_Early.B 6907_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\879d0dfe-d17d-486a-992c-d80089133c50___RS_Early.B 7428_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\87c0254c-c987-4c54-adda-45c5e7346170___RS_Early.B 8848_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\88e29276-8c4f-4d15-b3d4-d1db0a05cac1___RS_Early.B 6973_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\8994b76b-6e1e-42d3-b07c-99abca3fa35b___RS_Early.B 7762.JPG,Potato___Early_blight
valid\Potato___Early_blight\89d4dba2-3d9c-46fe-bac3-6be833b01351___RS_Early.B 6749_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\8b5e48c6-7fac-4c87-bae4-6dd4ca5d110d___RS_Early.B 8905.JPG,Potato___Early_blight
valid\Potato___Early_blight\8da2d8a3-159e-48eb-9ae6-fd82bdb22d5d___RS_Early.B 6923.JPG,Potato___Early_blight
valid\Potato___Early_blight\8f78af6a-aec1-4e63-a27b-bada4a56d636___RS_Early.B 7643.JPG,Potato___Early_blight
valid\Potato___Early_blight\8f9aef15-0a7e-4b1f-883f-30b8cbc72fe4___RS_Early.B 7898.JPG,Potato___Early_blight
valid\Potato___Early_blight\902d81fd-7e78-44b6-b71b-efa61e018c65___RS_Early.B 8100.JPG,Potato___Early_blight
valid\Potato___Early_blight\906218cf-65e8-4713-841f-01707a9dd20c___RS_Early.B 7270_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\906bb6f0-e61b-42f2-83a9-22593dadcedc___RS_Early.B 8564.JPG,Potato___Early_blight
valid\Potato___Early_blight\907f26c5-5996-41b3-877b-7de6122699a9___RS_Early.B 7758.JPG,Potato___Early_blight
valid\Potato___Early_blight\907f26c5-5996-41b3-877b-7de6122699a9___RS_Early.B 7758_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\90d47c2a-c84e-498c-b30d-f368e75611a7___RS_Early.B 7778_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\911b9166-40ba-4dc8-974e-c916e6866142___RS_Early.B 9089_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\91a21acf-c95a-4ffc-90f2-8c64456f4032___RS_Early.B 7139_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\91d11576-f040-43ab-8e08-e7ef4926707a___RS_Early.B 8054.JPG,Potato___Early_blight
valid\Potato___Early_blight\93c6b48d-cde9-4e8b-bbfb-1a9c06234419___RS_Early.B 7000.JPG,Potato___Early_blight
valid\Potato___Early_blight\93eaec77-3e91-415a-a029-c054a42c18aa___RS_Early.B 8296_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\94eb2aa6-7f9e-4a5a-b519-2106984e9a7d___RS_Early.B 8770_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\95a4df95-bec8-4c93-bb07-48b0118f99be___RS_Early.B 7740_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\95d42b98-1945-4cb3-ab27-0dbd56def41b___RS_Early.B 8866_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\95fba7f6-23a4-4c3c-a2b9-335c5b4c3810___RS_Early.B 7743.JPG,Potato___Early_blight
valid\Potato___Early_blight\96ab8c2b-9067-4af7-821c-b14a3c7e618f___RS_Early.B 8816_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\98d40b59-5c50-45b6-9b8b-268c40547334___RS_Early.B 8031.JPG,Potato___Early_blight
valid\Potato___Early_blight\98d40b59-5c50-45b6-9b8b-268c40547334___RS_Early.B 8031_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\98d40b59-5c50-45b6-9b8b-268c40547334___RS_Early.B 8031_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\992a06a6-1aeb-4876-b33e-4267aa1a0c43___RS_Early.B 7618.JPG,Potato___Early_blight
valid\Potato___Early_blight\992a06a6-1aeb-4876-b33e-4267aa1a0c43___RS_Early.B 7618_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\993bc916-4517-45cf-a5bd-90ee95dd35fd___RS_Early.B 8452_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\99821810-926a-4ac4-9bc7-cbae991f7e68___RS_Early.B 7626_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\9a157bfb-073a-46b2-95c6-16792e30e03f___RS_Early.B 7409.JPG,Potato___Early_blight
valid\Potato___Early_blight\9b5f25b9-9f30-478a-9710-fc79dafaf62e___RS_Early.B 6739.JPG,Potato___Early_blight
valid\Potato___Early_blight\9ca7d203-7b7c-4f5c-911f-fc225f3c5b77___RS_Early.B 7557.JPG,Potato___Early_blight
valid\Potato___Early_blight\9eb646d2-e908-43d1-8dd5-0d6b8dcb21eb___RS_Early.B 7569.JPG,Potato___Early_blight
valid\Potato___Early_blight\a01521f0-27be-4688-9d28-07d09ef80920___RS_Early.B 7119.JPG,Potato___Early_blight
valid\Potato___Early_blight\a02f78b3-da52-400a-ab11-7184df9ea485___RS_Early.B 8403_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\a02f78b3-da52-400a-ab11-7184df9ea485___RS_Early.B 8403_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\a0d8a499-e9e4-4c88-829c-7c2270073735___RS_Early.B 8525_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\a0d8a499-e9e4-4c88-829c-7c2270073735___RS_Early.B 8525_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\a29559c6-1d80-4486-a3c9-26986d6e28e0___RS_Early.B 6890.JPG,Potato___Early_blight
valid\Potato___Early_blight\a29559c6-1d80-4486-a3c9-26986d6e28e0___RS_Early.B 6890_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\a29ed5b2-153c-4f0e-a633-f698c9ff51d2___RS_Early.B 8840.JPG,Potato___Early_blight
valid\Potato___Early_blight\a29ed5b2-153c-4f0e-a633-f698c9ff51d2___RS_Early.B 8840_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\a2fe15c2-1900-4fbd-9e69-771b1693cc68___RS_Early.B 7398_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\a2fe15c2-1900-4fbd-9e69-771b1693cc68___RS_Early.B 7398_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\a3ed964c-36f1-403c-8146-b2a3b79a352d___RS_Early.B 8310.JPG,Potato___Early_blight
valid\Potato___Early_blight\a3fe02f0-6d49-4e9a-ba9a-ac26e8b65ca9___RS_Early.B 7560.JPG,Potato___Early_blight
valid\Potato___Early_blight\a4168403-2458-4f28-84f7-949050905878___RS_Early.B 8450_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\a4cc86e3-ac4d-4b72-89a2-6cf106831908___RS_Early.B 7346_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\a50c5f93-a5db-4eaf-9d82-2e420d2351e7___RS_Early.B 7060_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\a5b278e7-448e-40ae-80c2-d286f2681d10___RS_Early.B 7900_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\a5e73fd4-6d3e-4037-b440-f4e5234e4459___RS_Early.B 7645_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\a601dd4d-4e81-4327-9e4e-fd19262a1306___RS_Early.B 8265_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\a6995958-6344-4d37-9b99-d3bc3d40ab67___RS_Early.B 7210.JPG,Potato___Early_blight
valid\Potato___Early_blight\a8933319-d98e-4e71-a2ac-e22f7e1bca08___RS_Early.B 7499.JPG,Potato___Early_blight
valid\Potato___Early_blight\a8933319-d98e-4e71-a2ac-e22f7e1bca08___RS_Early.B 7499_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\a89d6e67-d60e-49b5-8b87-e137b6a5181c___RS_Early.B 7472_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\a938ba0c-780a-41e0-b26c-3c6b87047ac6___RS_Early.B 6878_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\a9659799-4093-4d84-855e-2f4382729c01___RS_Early.B 8784_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\aa0ad1ba-f08a-4376-82a1-fec51fbf6810___RS_Early.B 7478.JPG,Potato___Early_blight
valid\Potato___Early_blight\aa7e5986-6fa1-4b25-9861-cbae56886280___RS_Early.B 8545_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\aaa394b2-f7d5-41a5-97eb-acc4068ef72d___RS_Early.B 9155.JPG,Potato___Early_blight
valid\Potato___Early_blight\ab23a940-3124-4101-b562-08ca34a8334b___RS_Early.B 7790_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\ab808dff-e0fc-42d0-ad9a-c4cb7f69e59b___RS_Early.B 9210.JPG,Potato___Early_blight
valid\Potato___Early_blight\abfaeb8b-fe1e-48e6-ab8f-c9a72680420d___RS_Early.B 7427_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\acff9d5e-4b38-4817-a239-93c115a0b3ff___RS_Early.B 8993_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\adc573cd-bbf3-4742-9bd5-1e3e6f27319a___RS_Early.B 8685.JPG,Potato___Early_blight
valid\Potato___Early_blight\ae5a9be8-5bd6-4542-8766-6c7bb8c61ded___RS_Early.B 8182.JPG,Potato___Early_blight
valid\Potato___Early_blight\ae5a9be8-5bd6-4542-8766-6c7bb8c61ded___RS_Early.B 8182_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\aed93c24-f226-4dd4-b5fb-b1f2d1202c63___RS_Early.B 8363_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\af0ee942-50f5-43a7-a9fe-486ba1f5f989___RS_Early.B 7700_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\b05850b8-bfb9-487d-b0ba-8f406eba933e___RS_Early.B 6936.JPG,Potato___Early_blight
valid\Potato___Early_blight\b05850b8-bfb9-487d-b0ba-8f406eba933e___RS_Early.B 6936_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\b09e0cba-0564-4dde-a90d-3c0d90d6336e___RS_Early.B 7776_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\b1b3c9c7-a4b9-4048-be45-fa9c5e507c66___RS_Early.B 7466_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\b1b55149-b5bc-460e-87af-a745fb01855d___RS_Early.B 7477_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\b21bc878-7b63-481e-a6d1-7e972627210e___RS_Early.B 7656.JPG,Potato___Early_blight
valid\Potato___Early_blight\b29e0fdf-c39f-4b3a-b12f-c693374f15cf___RS_Early.B 8820.JPG,Potato___Early_blight
valid\Potato___Early_blight\b29e0fdf-c39f-4b3a-b12f-c693374f15cf___RS_Early.B 8820_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\b2b7758e-f201-4d9c-bc27-d53bb09b2dac___RS_Early.B 7025.JPG,Potato___Early_blight
valid\Potato___Early_blight\b2b7758e-f201-4d9c-bc27-d53bb09b2dac___RS_Early.B 7025_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\b2e21749-afe2-4392-8d5d-23088d37873c___RS_Early.B 9028.JPG,Potato___Early_blight
valid\Potato___Early_blight\b2e21749-afe2-4392-8d5d-23088d37873c___RS_Early.B 9028_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\b549ab3b-06f1-45ef-bf34-86071552d870___RS_Early.B 8576.JPG,Potato___Early_blight
valid\Potato___Early_blight\b549ab3b-06f1-45ef-bf34-86071552d870___RS_Early.B 8576_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\b54a2105-b9a4-4665-9e34-44df46d0be5a___RS_Early.B 8507.JPG,Potato___Early_blight
valid\Potato___Early_blight\b6220993-c51f-48fa-bee9-fb5cb89cc0c4___RS_Early.B 7467_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\b692a411-91aa-4388-b641-a6c02286840c___RS_Early.B 7784_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\b6b036b0-6869-48b8-b861-a6a85d1b2b97___RS_Early.B 6850_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\b6b4aa28-edc4-4e9f-bc0d-bd4b0ec085a2___RS_Early.B 7559_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\b6c68639-ad01-41f9-a10c-4233423ea2b0___RS_Early.B 8573_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\b7157976-61c2-4366-87c5-e3de23aa7c10___RS_Early.B 7227.JPG,Potato___Early_blight
valid\Potato___Early_blight\b7157976-61c2-4366-87c5-e3de23aa7c10___RS_Early.B 7227_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\b76550de-8e3a-46f1-b06f-6bd4ed3dc8a5___RS_Early.B 8456_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\b817817e-a6b1-4123-88e7-db98b453ce17___RS_Early.B 6880.JPG,Potato___Early_blight
valid\Potato___Early_blight\b817817e-a6b1-4123-88e7-db98b453ce17___RS_Early.B 6880_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\b8578828-0e34-4511-9739-9ef0170774b2___RS_Early.B 7416.JPG,Potato___Early_blight
valid\Potato___Early_blight\b8e08567-5193-41a4-b637-140b503830d9___RS_Early.B 9133_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\b95c05a8-2d70-4af5-a384-5b5b4450b7c6___RS_Early.B 7724_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\b99ba68b-4608-4335-a292-b4249d83762d___RS_Early.B 9096_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\ba96aab6-adb5-4021-b6ad-3305f50aec12___RS_Early.B 7317_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\bac19c19-ab8b-466a-a317-56c1f35fb082___RS_Early.B 7141_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\bb3d6df0-683e-4f04-afaf-277a36edad6c___RS_Early.B 9070_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\bc7552e4-3901-41b8-8bef-727eeca4270e___RS_Early.B 7942_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\bc8a7fa5-1f77-4829-a1ee-0ccbeef289eb___RS_Early.B 7228.JPG,Potato___Early_blight
valid\Potato___Early_blight\bcc2199e-a6c6-4e0d-a7a7-f7c4b25f2c04___RS_Early.B 7007.JPG,Potato___Early_blight
valid\Potato___Early_blight\bcedd1ec-17b4-495b-b47f-5877ef836f88___RS_Early.B 7248.JPG,Potato___Early_blight
valid\Potato___Early_blight\bcedd1ec-17b4-495b-b47f-5877ef836f88___RS_Early.B 7248_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\bcf169b0-dea7-49eb-b976-4a2d1f36c574___RS_Early.B 7870_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\bd4c7de8-0616-45d4-a060-54b8329a9462___RS_Early.B 6902.JPG,Potato___Early_blight
valid\Potato___Early_blight\be5f03e6-810f-4f22-9e5a-37a66826f7e5___RS_Early.B 6807.JPG,Potato___Early_blight
valid\Potato___Early_blight\be89d35f-e382-4b1c-95e8-af88d969d306___RS_Early.B 6758_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\bea108c2-bdf1-484d-807c-fa9431f4dc95___RS_Early.B 7265.JPG,Potato___Early_blight
valid\Potato___Early_blight\bf972aad-9f3f-40c8-9fc7-fdcf57a94c6f___RS_Early.B 7151_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\c09e4b05-b196-4955-abd4-6aed44c40132___RS_Early.B 6823.JPG,Potato___Early_blight
valid\Potato___Early_blight\c09e4b05-b196-4955-abd4-6aed44c40132___RS_Early.B 6823_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\c17c36ed-c36f-42d4-812d-3b17158063d3___RS_Early.B 8398_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\c3bf3f15-b1ae-4e36-97a4-f341879db6ae___RS_Early.B 8263_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\c3ce9bae-e62a-4dd9-afa0-f020c48b87cc___RS_Early.B 6704.JPG,Potato___Early_blight
valid\Potato___Early_blight\c3ce9bae-e62a-4dd9-afa0-f020c48b87cc___RS_Early.B 6704_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\c3d68a2f-0c7a-4060-bfc4-8baf01d3f2fe___RS_Early.B 8010_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\c419a9f0-5fb9-4db6-a229-5c08c36896fe___RS_Early.B 8585.JPG,Potato___Early_blight
valid\Potato___Early_blight\c43a5fd7-c60c-4a04-9835-bd35b551ec44___RS_Early.B 6701.JPG,Potato___Early_blight
valid\Potato___Early_blight\c47fa8ac-b2a5-4470-bda6-26dec4000409___RS_Early.B 7395_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\c4dd703b-1d4c-4e4c-8064-0e1d743c47ae___RS_Early.B 7050_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\c53d85d7-bddb-422b-955c-6842cce9a927___RS_Early.B 7253_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\c53efbea-fddd-481d-aec5-14fd3c3e1723___RS_Early.B 7796_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\c53efbea-fddd-481d-aec5-14fd3c3e1723___RS_Early.B 7796_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\c59f2dde-4805-4f63-b47a-79fe9cd9364b___RS_Early.B 7510_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\c59f2dde-4805-4f63-b47a-79fe9cd9364b___RS_Early.B 7510_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\c5cb3e89-f00f-4032-80ca-eb39bead0796___RS_Early.B 8645.JPG,Potato___Early_blight
valid\Potato___Early_blight\c5cb3e89-f00f-4032-80ca-eb39bead0796___RS_Early.B 8645_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\c5cb3e89-f00f-4032-80ca-eb39bead0796___RS_Early.B 8645_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\c5dc57d8-9a0d-4046-9eb4-b9db2f720a47___RS_Early.B 7047_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\c5dc57d8-9a0d-4046-9eb4-b9db2f720a47___RS_Early.B 7047_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\c74c801d-a6e5-44dc-a7e8-f3a5f39a300e___RS_Early.B 7864_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\c7f27f40-6634-4118-9990-6897e0c68579___RS_Early.B 7197.JPG,Potato___Early_blight
valid\Potato___Early_blight\c7fb1eeb-741c-4583-ad3f-ed46d5c2c920___RS_Early.B 8865.JPG,Potato___Early_blight
valid\Potato___Early_blight\c8dedd98-c5d7-4ef4-b4f4-70d0bae0e178___RS_Early.B 7128.JPG,Potato___Early_blight
valid\Potato___Early_blight\c8dedd98-c5d7-4ef4-b4f4-70d0bae0e178___RS_Early.B 7128_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\c9296b35-7b8b-4ac2-99db-07c426ec774b___RS_Early.B 6832.JPG,Potato___Early_blight
valid\Potato___Early_blight\c9d5a9b6-4e5c-42df-8f9b-5f57e13000df___RS_Early.B 6933_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\ca1bc7af-3220-4b45-b76d-8f950128c489___RS_Early.B 7266.JPG,Potato___Early_blight
valid\Potato___Early_blight\ca2c9c12-f2ba-4864-806c-b85f4fb36f92___RS_Early.B 7640.JPG,Potato___Early_blight
valid\Potato___Early_blight\ca2c9c12-f2ba-4864-806c-b85f4fb36f92___RS_Early.B 7640_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\cc63b147-ad2a-4bc1-aa05-a07b3c6b7761___RS_Early.B 7091_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\cc716d92-3d2e-4cce-bc77-bb4c8155b88c___RS_Early.B 8288_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\cd025ad0-9486-4ee6-b545-c9040dc4e1c7___RS_Early.B 8821.JPG,Potato___Early_blight
valid\Potato___Early_blight\cd025ad0-9486-4ee6-b545-c9040dc4e1c7___RS_Early.B 8821_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\cea35641-b4f8-49cb-bbeb-c98cfc79870e___RS_Early.B 7189_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\cf761f3d-755a-42b2-83cb-729443246c6a___RS_Early.B 7319.JPG,Potato___Early_blight
valid\Potato___Early_blight\cf761f3d-755a-42b2-83cb-729443246c6a___RS_Early.B 7319_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\cff1ed1b-51ec-4d44-ab1f-7a3dc1ec9ea9___RS_Early.B 7100.JPG,Potato___Early_blight
valid\Potato___Early_blight\cff1ed1b-51ec-4d44-ab1f-7a3dc1ec9ea9___RS_Early.B 7100_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\d031102c-679d-4323-a5ee-4c52ed2d5740___RS_Early.B 6947_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\d036af36-99a4-4b25-aa40-2477883e73cf___RS_Early.B 8269_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\d063f825-aa36-4cfd-a227-4c3f30760aa2___RS_Early.B 8307_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\d06681cc-3ed1-4af2-ae40-2597eaea3dd4___RS_Early.B 8691.JPG,Potato___Early_blight
valid\Potato___Early_blight\d06681cc-3ed1-4af2-ae40-2597eaea3dd4___RS_Early.B 8691_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\d0be9a48-d0f6-4d34-9c80-3eb7631e2d8d___RS_Early.B 8143_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\d1072068-911c-4656-8bf2-e662982199e1___RS_Early.B 8141.JPG,Potato___Early_blight
valid\Potato___Early_blight\d1072068-911c-4656-8bf2-e662982199e1___RS_Early.B 8141_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\d1625c19-c90f-4a5f-bfc8-cb406ad20753___RS_Early.B 8649.JPG,Potato___Early_blight
valid\Potato___Early_blight\d1b4cb77-db0e-42db-b1c0-25d222844241___RS_Early.B 7130.JPG,Potato___Early_blight
valid\Potato___Early_blight\d24073c7-875b-4e86-b8cd-58853f13c191___RS_Early.B 6761.JPG,Potato___Early_blight
valid\Potato___Early_blight\d286d101-227f-48ba-b906-586879eb6a00___RS_Early.B 7095_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\d3240683-1636-4373-84aa-01ce594c19a0___RS_Early.B 8340_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\d32f991e-d1da-44a3-b3e0-2f99cc038900___RS_Early.B 6994_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\d3a1b356-0ffa-4d47-9f52-410bbd0e3e3d___RS_Early.B 8884.JPG,Potato___Early_blight
valid\Potato___Early_blight\d435f2db-74fc-4b82-9dd8-9ffdc51650c6___RS_Early.B 9181.JPG,Potato___Early_blight
valid\Potato___Early_blight\d44a363d-c186-416e-8fad-1a456699bba2___RS_Early.B 7229_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\d472b6e3-a00c-4b4e-b13a-cdababff9d24___RS_Early.B 7699.JPG,Potato___Early_blight
valid\Potato___Early_blight\d55f09eb-e463-4abd-aac6-fb144b30ead7___RS_Early.B 9004.JPG,Potato___Early_blight
valid\Potato___Early_blight\d55f09eb-e463-4abd-aac6-fb144b30ead7___RS_Early.B 9004_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\d5673be4-4d62-4287-b9a4-3653b88d1604___RS_Early.B 8304.JPG,Potato___Early_blight
valid\Potato___Early_blight\d5673be4-4d62-4287-b9a4-3653b88d1604___RS_Early.B 8304_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\d59c5aa9-8d45-45db-be3e-0276e24641f5___RS_Early.B 7897.JPG,Potato___Early_blight
valid\Potato___Early_blight\d5c51ec6-506e-4b85-b774-66f6a5493c90___RS_Early.B 7071_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\d825093a-2bd7-458d-a9a1-036db6c08dec___RS_Early.B 9018_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\d829c0d8-016e-4337-b80f-bb1f329b1d4d___RS_Early.B 8797.JPG,Potato___Early_blight
valid\Potato___Early_blight\d87f93fa-f6f8-49f1-b9e1-8f196f377df8___RS_Early.B 7244.JPG,Potato___Early_blight
valid\Potato___Early_blight\d8a55ed1-7b3a-4b25-84b2-6046c0d9e3ab___RS_Early.B 7443.JPG,Potato___Early_blight
valid\Potato___Early_blight\d8a55ed1-7b3a-4b25-84b2-6046c0d9e3ab___RS_Early.B 7443_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\d8efc91f-6e85-4508-8d49-9c4a11c4c71a___RS_Early.B 7484_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\d91d88d1-89d4-4017-b0f0-9e875bedfcab___RS_Early.B 7201_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\d91d88d1-89d4-4017-b0f0-9e875bedfcab___RS_Early.B 7201_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\d9293730-8ba7-4f41-936a-eb129bde096b___RS_Early.B 8102.JPG,Potato___Early_blight
valid\Potato___Early_blight\d97f6469-bef9-4276-b918-efb1a1859fb7___RS_Early.B 6958_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\d97f6469-bef9-4276-b918-efb1a1859fb7___RS_Early.B 6958_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\d9a1cd5f-e2f2-49f7-b5f1-22cf02eb5ba4___RS_Early.B 8891_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\d9b34eaa-9d54-41fe-9ea2-335fe0b572ee___RS_Early.B 7735_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\da412bf6-6bee-4dfb-8bc7-b6e9f80971ff___RS_Early.B 6808.JPG,Potato___Early_blight
valid\Potato___Early_blight\dbdf96e5-2f8c-475b-b2dd-40a5862e10f7___RS_Early.B 8017.JPG,Potato___Early_blight
valid\Potato___Early_blight\dbdf96e5-2f8c-475b-b2dd-40a5862e10f7___RS_Early.B 8017_flipTB.JPG,Potato___Early_blight
valid\Potato___Early_blight\dbe05365-9166-45f7-94cf-cefca787215a___RS_Early.B 9144_180deg.JPG,Potato___Early_blight
valid\Potato___Early_blight\dbee10d3-333b-4c62-aa90-23c1f859519c___RS_Early.B 7252_180deg.JPG,Potato___Early_blight
